Date,Temperature minimale,Temperature maximale,Temperature moyenne,Precipitation totale,Dir_wind,Mod_wind
2015-01-20,-11.9,1.6,-2.6,0.0,277.0,5.0
2015-01-21,-17.8,-11.9,-15.0,0.0,271.0,5.0
2015-01-22,-15.2,-9.7,-12.9,0.0,147.0,2.0
2015-01-23,-15.1,-7.2,-11.4,0.0,253.0,2.0
2015-01-24,-9.5,0.0,-4.3,0.0,230.0,4.0
2015-01-25,-3.2,-0.7,-1.6,0.0,245.0,3.0
2015-01-26,-15.3,-1.5,-11.0,0.0,284.0,5.0
2015-01-27,-17.9,-14.0,-15.8,0.0,124.0,3.0
2015-01-28,-15.3,-9.3,-12.6,0.0,94.0,5.0
2015-01-29,-12.9,-7.8,-10.3,0.0,256.0,3.0
2015-01-30,-11.4,-0.5,-7.3,0.0,141.0,2.0
2015-01-31,-16.1,-2.0,-6.4,0.0,257.0,3.0
2015-02-01,-21.6,-13.7,-17.6,0.0,273.0,4.0
2015-02-02,-20.1,-13.1,-15.2,0.0,240.0,3.0
2015-02-03,-22.6,-16.6,-19.6,0.0,116.0,4.0
2015-02-04,-20.6,-7.1,-14.5,0.0,225.0,3.0
2015-02-05,-7.9,-3.4,-6.2,0.0,207.0,3.0
2015-02-06,-16.6,-6.5,-12.6,0.0,287.0,3.0
2015-02-07,-18.4,-9.0,-13.6,0.0,207.0,3.0
2015-02-08,-14.3,-11.0,-12.8,0.0,215.0,2.0
2015-02-09,-18.8,-13.8,-16.1,0.0,61.0,5.0
2015-02-10,-15.7,-10.6,-13.7,0.0,82.0,4.0
2015-02-11,-11.5,-5.8,-9.0,0.0,235.0,2.0
2015-02-12,-17.3,-10.8,-13.3,0.0,85.0,3.0
2015-02-13,-16.3,-7.6,-11.0,0.0,257.0,3.0
2015-02-14,-23.5,-16.3,-20.5,0.0,276.0,4.0
2015-02-15,-20.5,-13.1,-16.8,0.0,103.0,3.0
2015-02-16,-21.3,-13.2,-17.7,0.0,246.0,5.0
2015-02-17,-22.8,-16.0,-19.4,0.0,271.0,5.0
2015-02-18,-18.9,-12.5,-15.5,0.0,119.0,2.0
2015-02-19,-15.8,-7.8,-11.5,0.0,123.0,2.0
2015-02-20,-17.9,-8.0,-12.6,0.0,264.0,5.0
2015-02-21,-19.5,-14.2,-16.9,0.0,263.0,7.0
2015-02-22,-15.5,-7.1,-11.2,0.0,165.0,3.0
2015-02-23,-8.3,-3.2,-5.5,0.0,210.0,3.0
2015-02-24,-20.9,-5.6,-18.0,0.0,279.0,5.0
2015-02-25,-20.7,-8.5,-15.1,0.0,174.0,4.0
2015-02-26,-13.8,-5.2,-8.7,0.0,234.0,4.0
2015-02-27,-16.4,-12.4,-14.2,0.0,206.0,2.0
2015-02-28,-16.0,-9.4,-12.7,0.0,267.0,4.0
2015-03-01,-14.8,-5.7,-10.2,0.0,252.0,4.0
2015-03-02,-10.2,-2.9,-6.9,0.0,189.0,3.0
2015-03-03,-8.6,-3.4,-5.6,0.0,279.0,4.0
2015-03-04,-10.2,-4.0,-7.3,0.0,181.0,3.0
2015-03-05,-4.3,1.8,-1.1,0.0,262.0,5.0
2015-03-06,-13.4,-3.9,-10.7,0.0,277.0,3.0
2015-03-07,-16.4,-6.6,-11.3,0.0,247.0,4.0
2015-03-08,-8.8,-2.3,-5.2,0.0,252.0,3.0
2015-03-09,-4.8,-0.6,-2.8,0.0,261.0,3.0
2015-03-10,-3.2,3.0,-0.4,0.0,265.0,4.0
2015-03-11,0.7,8.9,4.7,0.0,188.0,2.0
2015-03-12,1.5,8.7,6.1,0.0,268.0,5.0
2015-03-13,-6.8,1.5,-4.4,0.0,287.0,4.0
2015-03-14,-6.6,-1.2,-4.3,0.0,159.0,2.0
2015-03-15,-3.7,0.7,-1.6,0.0,111.0,2.0
2015-03-16,-3.2,-0.2,-1.9,0.0,187.0,3.0
2015-03-17,-5.3,2.5,-0.6,0.0,152.0,2.0
2015-03-18,-6.7,1.9,-1.4,0.0,229.0,3.0
2015-03-19,-11.6,-5.3,-8.2,0.0,293.0,4.0
2015-03-20,-10.8,-1.8,-6.0,0.0,280.0,4.0
2015-03-21,-5.9,2.9,-1.4,0.0,172.0,3.0
2015-03-22,-9.2,1.9,-1.4,0.0,193.0,4.0
2015-03-23,-15.5,-9.1,-11.9,0.0,286.0,5.0
2015-03-24,-15.8,-6.0,-11.0,0.0,278.0,5.0
2015-03-25,-8.9,0.4,-3.9,0.0,233.0,2.0
2015-03-26,-3.9,7.2,1.4,0.0,168.0,3.0
2015-03-27,1.5,5.9,3.6,0.0,249.0,3.0
2015-03-28,-4.2,3.0,0.3,0.0,185.0,2.0
2015-03-29,-9.3,-0.9,-4.9,0.0,219.0,3.0
2015-03-30,-6.1,3.2,-0.9,0.0,229.0,3.0
2015-03-31,-0.5,3.9,1.8,0.0,206.0,4.0
2015-04-01,-5.1,2.7,-1.1,0.0,279.0,4.0
2015-04-02,-5.4,1.9,-1.6,0.0,252.0,3.0
2015-04-03,-1.6,11.3,3.7,0.0,184.0,3.0
2015-04-04,6.5,13.2,9.8,0.0,255.0,3.0
2015-04-05,-4.9,6.8,-0.4,0.0,218.0,4.0
2015-04-06,-3.3,0.9,-1.3,0.0,277.0,4.0
2015-04-07,-3.7,2.8,-0.4,0.0,189.0,2.0
2015-04-08,-0.9,5.6,2.2,0.0,141.0,2.0
2015-04-09,-1.8,5.4,1.4,0.0,107.0,3.0
2015-04-10,0.0,6.9,3.2,0.0,121.0,5.0
2015-04-11,2.8,13.2,6.6,0.0,172.0,5.0
2015-04-12,2.3,8.2,5.6,0.0,267.0,6.0
2015-04-13,3.3,16.9,9.9,0.0,258.0,5.0
2015-04-14,7.3,21.7,15.3,0.0,166.0,3.0
2015-04-15,6.5,15.9,11.6,0.0,263.0,5.0
2015-04-16,6.7,14.1,9.9,0.0,245.0,2.0
2015-04-17,4.4,16.4,10.7,0.0,156.0,2.0
2015-04-18,9.7,18.6,14.4,0.0,236.0,4.0
2015-04-19,3.9,9.7,6.4,0.0,154.0,3.0
2015-04-20,2.1,12.0,7.0,0.0,142.0,3.0
2015-04-21,5.1,10.5,8.2,0.0,113.0,4.0
2015-04-22,7.4,12.5,9.7,0.0,195.0,3.0
2015-04-23,5.4,9.5,7.0,0.0,203.0,2.0
2015-04-24,1.6,5.8,4.0,0.0,267.0,5.0
2015-04-25,0.3,3.7,1.8,0.0,285.0,4.0
2015-04-26,0.7,11.0,6.0,0.0,276.0,4.0
2015-04-27,4.4,11.7,7.9,0.0,272.0,2.0
2015-04-28,5.6,14.3,9.8,0.0,179.0,2.0
2015-04-29,7.6,19.7,13.2,0.0,181.0,3.0
2015-04-30,8.2,16.0,11.8,0.0,119.0,3.0
2015-05-01,6.3,16.1,11.8,0.0,74.0,3.0
2015-05-02,8.3,18.4,14.2,0.0,125.0,2.0
2015-05-03,13.1,23.4,18.4,0.0,230.0,2.0
2015-05-04,13.9,24.7,19.6,0.0,244.0,3.0
2015-05-05,16.0,27.4,20.8,0.0,245.0,4.0
2015-05-06,12.4,20.0,16.2,0.0,258.0,3.0
2015-05-07,13.4,24.3,19.0,0.0,239.0,3.0
2015-05-08,15.0,26.9,21.7,0.0,257.0,4.0
2015-05-09,14.1,30.0,23.2,0.0,174.0,2.0
2015-05-10,16.5,27.2,21.8,0.0,156.0,2.0
2015-05-11,13.8,24.2,18.6,0.0,157.0,3.0
2015-05-12,8.1,14.1,9.4,0.0,73.0,3.0
2015-05-13,8.1,22.4,14.4,0.0,221.0,4.0
2015-05-14,7.1,17.4,12.2,0.0,269.0,4.0
2015-05-15,8.2,18.1,13.7,0.0,261.0,3.0
2015-05-16,11.2,21.1,16.3,0.0,184.0,3.0
2015-05-17,15.2,21.0,18.4,0.0,199.0,2.0
2015-05-18,15.9,24.7,20.2,0.0,168.0,2.0
2015-05-19,12.5,28.1,21.0,0.0,141.0,2.0
2015-05-20,14.0,26.2,20.1,0.0,213.0,4.0
2015-05-21,6.4,15.6,11.3,0.0,281.0,5.0
2015-05-22,9.3,19.6,14.0,0.0,253.0,5.0
2015-05-23,4.4,13.5,9.1,0.0,236.0,4.0
2015-05-24,3.0,15.8,9.4,0.0,267.0,4.0
2015-05-25,13.2,25.2,18.5,0.0,248.0,4.0
2015-05-26,15.5,20.5,17.8,0.0,204.0,3.0
2015-05-27,16.7,28.4,23.5,0.0,241.0,4.0
2015-05-28,21.8,27.4,24.8,0.0,220.0,3.0
2015-05-29,15.9,22.7,19.9,0.0,246.0,3.0
2015-05-30,14.2,25.2,20.0,0.0,152.0,2.0
2015-05-31,15.0,30.3,23.4,0.0,222.0,4.0
2015-06-01,8.4,15.0,11.4,0.0,104.0,4.0
2015-06-02,9.4,13.6,11.7,0.0,79.0,4.0
2015-06-03,8.2,12.4,9.7,0.0,94.0,3.0
2015-06-04,6.7,17.4,12.3,0.0,132.0,2.0
2015-06-05,10.6,24.2,17.9,0.0,134.0,3.0
2015-06-06,16.2,23.7,18.9,0.0,235.0,2.0
2015-06-07,9.9,20.7,15.3,0.0,198.0,3.0
2015-06-08,12.0,21.6,17.6,0.0,143.0,3.0
2015-06-09,14.3,22.3,17.5,0.0,170.0,3.0
2015-06-10,16.5,22.5,18.9,0.0,211.0,2.0
2015-06-11,16.1,24.3,19.7,0.0,228.0,3.0
2015-06-12,16.5,22.6,19.7,0.0,259.0,4.0
2015-06-13,15.6,21.3,18.3,0.0,215.0,3.0
2015-06-14,15.3,26.8,20.8,0.0,274.0,3.0
2015-06-15,15.9,23.8,20.0,0.0,113.0,2.0
2015-06-16,16.4,21.1,19.1,0.0,127.0,3.0
2015-06-17,16.4,22.8,19.2,0.0,217.0,2.0
2015-06-18,13.8,22.4,18.2,0.0,176.0,2.0
2015-06-19,16.4,26.3,21.1,0.0,193.0,3.0
2015-06-20,11.8,20.7,17.2,0.0,208.0,3.0
2015-06-21,12.9,24.4,19.4,0.0,154.0,2.0
2015-06-22,18.6,24.5,21.2,0.0,134.0,2.0
2015-06-23,17.8,26.7,22.0,0.0,234.0,2.0
2015-06-24,18.8,26.8,21.5,0.0,200.0,4.0
2015-06-25,14.2,23.5,18.6,0.0,283.0,3.0
2015-06-26,14.9,22.5,19.0,0.0,274.0,2.0
2015-06-27,15.3,24.6,20.4,0.0,174.0,2.0
2015-06-28,15.1,23.9,20.4,0.0,139.0,2.0
2015-06-29,12.7,20.4,15.1,0.0,93.0,3.0
2015-06-30,12.1,19.1,15.9,0.0,228.0,2.0
2015-07-01,15.1,24.8,19.6,0.0,181.0,3.0
2015-07-02,15.9,21.7,18.4,0.0,188.0,3.0
2015-07-03,13.4,22.3,18.0,0.0,267.0,5.0
2015-07-04,15.4,24.1,20.1,0.0,263.0,4.0
2015-07-05,16.6,25.0,21.0,0.0,198.0,2.0
2015-07-06,18.3,26.8,22.8,0.0,270.0,3.0
2015-07-07,20.0,28.7,24.2,0.0,199.0,2.0
2015-07-08,,,,0.0,,
2015-07-09,,,,0.0,,
2015-07-10,,,,0.0,,
2015-07-11,,,,0.0,,
2015-07-12,,,,0.0,,
2015-07-13,,,,0.0,,
2015-07-14,,,,0.0,,
2015-07-15,17.4,26.8,23.2,0.0,222.0,2.0
2015-07-16,13.6,23.2,17.8,0.0,181.0,3.0
2015-07-17,13.9,24.1,19.2,0.0,230.0,2.0
2015-07-18,16.1,24.2,20.5,0.0,153.0,3.0
2015-07-19,18.0,24.9,21.6,0.0,231.0,2.0
2015-07-20,20.4,28.4,23.6,0.0,193.0,2.0
2015-07-21,20.1,26.9,23.7,0.0,249.0,3.0
2015-07-22,18.4,24.4,21.3,0.0,247.0,3.0
2015-07-23,16.8,21.8,19.4,0.0,285.0,3.0
2015-07-24,16.1,24.4,20.1,0.0,287.0,4.0
2015-07-25,17.4,23.7,20.5,0.0,260.0,2.0
2015-07-26,14.8,25.8,20.6,0.0,152.0,2.0
2015-07-27,19.2,27.7,23.1,0.0,226.0,2.0
2015-07-28,20.3,29.4,24.3,0.0,206.0,2.0
2015-07-29,20.6,30.7,25.9,0.0,226.0,2.0
2015-07-30,23.1,32.2,27.6,0.0,236.0,2.0
2015-07-31,22.4,28.4,25.4,0.0,222.0,3.0
2015-08-01,19.7,26.4,22.6,0.0,253.0,4.0
2015-08-02,17.9,25.1,20.7,0.0,265.0,4.0
2015-08-03,16.9,27.4,22.1,0.0,229.0,3.0
2015-08-04,20.6,25.2,22.7,0.0,235.0,3.0
2015-08-05,17.4,24.6,21.4,0.0,254.0,4.0
2015-08-06,16.7,22.9,19.4,0.0,271.0,4.0
2015-08-07,15.6,21.8,18.6,0.0,284.0,4.0
2015-08-08,15.0,21.9,18.8,0.0,217.0,2.0
2015-08-09,15.4,24.5,20.3,0.0,142.0,2.0
2015-08-10,15.9,25.8,20.8,0.0,147.0,2.0
2015-08-11,17.0,27.1,21.7,0.0,162.0,2.0
2015-08-12,17.3,21.2,19.3,0.0,164.0,2.0
2015-08-13,17.5,23.1,19.8,0.0,279.0,3.0
2015-08-14,16.5,22.9,19.1,0.0,263.0,3.0
2015-08-15,17.1,24.8,20.9,0.0,221.0,3.0
2015-08-16,20.6,28.6,24.2,0.0,220.0,1.0
2015-08-17,21.0,29.9,25.1,0.0,234.0,2.0
2015-08-18,22.6,31.3,26.5,0.0,246.0,3.0
2015-08-19,22.4,30.8,26.9,0.0,200.0,2.0
2015-08-20,22.4,30.5,26.4,0.0,154.0,2.0
2015-08-21,24.0,30.4,26.7,0.0,137.0,4.0
2015-08-22,18.0,25.5,21.6,0.0,243.0,3.0
2015-08-23,18.3,25.8,21.9,0.0,232.0,1.0
2015-08-24,18.8,27.5,23.3,0.0,134.0,1.0
2015-08-25,18.8,27.8,23.3,0.0,171.0,3.0
2015-08-26,17.3,26.6,21.3,0.0,205.0,2.0
2015-08-27,17.0,22.8,19.6,0.0,264.0,3.0
2015-08-28,16.6,22.2,18.9,0.0,272.0,3.0
2015-08-29,15.4,22.3,18.9,0.0,274.0,3.0
2015-08-30,16.6,23.5,20.0,0.0,256.0,3.0
2015-08-31,20.0,20.0,20.0,0.0,242.0,2.0
2015-09-01,20.1,25.0,22.9,0.0,272.0,4.0
2015-09-02,17.8,27.2,22.8,0.0,187.0,2.0
2015-09-03,19.8,26.2,22.8,0.0,257.0,3.0
2015-09-04,19.3,26.9,23.7,0.0,131.0,3.0
2015-09-05,15.4,25.7,20.4,0.0,88.0,3.0
2015-09-06,16.0,28.2,22.4,0.0,170.0,1.0
2015-09-07,19.8,30.4,25.3,0.0,184.0,2.0
2015-09-08,22.1,31.3,26.2,0.0,244.0,4.0
2015-09-09,22.0,28.4,24.5,0.0,189.0,2.0
2015-09-10,20.5,28.0,24.3,0.0,242.0,3.0
2015-09-11,18.0,23.5,21.0,0.0,173.0,2.0
2015-09-12,15.3,25.6,21.0,0.0,216.0,2.0
2015-09-13,15.3,20.7,17.4,0.0,143.0,2.0
2015-09-14,15.2,20.7,16.7,0.0,143.0,2.0
2015-09-15,14.5,20.6,17.5,0.0,274.0,4.0
2015-09-16,15.5,25.7,20.8,0.0,262.0,4.0
2015-09-17,18.7,28.2,23.2,0.0,240.0,3.0
2015-09-18,20.0,27.9,23.5,0.0,251.0,3.0
2015-09-19,19.0,28.5,24.0,0.0,236.0,2.0
2015-09-20,16.2,27.6,22.9,0.0,188.0,3.0
2015-09-21,12.3,18.4,14.9,0.0,280.0,3.0
2015-09-22,11.8,21.2,16.9,0.0,160.0,1.0
2015-09-23,14.3,22.4,18.3,0.0,147.0,2.0
2015-09-24,15.3,23.9,19.4,0.0,247.0,2.0
2015-09-25,13.6,19.0,16.3,0.0,133.0,2.0
2015-09-26,10.8,15.6,13.0,0.0,109.0,2.0
2015-09-27,7.7,18.1,13.0,0.0,141.0,1.0
2015-09-28,10.7,22.6,16.5,0.0,181.0,2.0
2015-09-29,15.5,21.3,18.4,0.0,223.0,2.0
2015-09-30,12.8,24.9,18.9,0.0,177.0,2.0
2015-10-01,8.1,13.2,11.2,0.0,96.0,4.0
2015-10-02,5.5,14.2,9.7,0.0,132.0,4.0
2015-10-03,5.0,12.8,8.8,0.0,104.0,4.0
2015-10-04,4.9,12.7,8.6,0.0,64.0,5.0
2015-10-05,5.2,7.5,6.4,0.0,57.0,3.0
2015-10-06,,,,0.0,,
2015-10-07,,,,0.0,,
2015-10-08,,,,0.0,,
2015-10-09,7.6,12.5,10.3,0.0,169.0,2.0
2015-10-10,5.2,8.7,7.0,0.0,188.0,3.0
2015-10-11,3.4,9.6,7.2,0.0,256.0,3.0
2015-10-12,7.9,17.6,13.5,0.0,235.0,3.0
2015-10-13,13.3,23.8,18.1,0.0,196.0,2.0
2015-10-14,13.3,17.5,15.2,0.0,184.0,3.0
2015-10-15,6.8,14.6,10.3,0.0,273.0,4.0
2015-10-16,5.1,13.5,9.1,0.0,234.0,3.0
2015-10-17,5.6,10.4,8.4,0.0,239.0,3.0
2015-10-18,0.5,6.1,3.1,0.0,282.0,2.0
2015-10-19,-1.2,3.0,0.6,0.0,289.0,3.0
2015-10-20,-1.3,7.8,3.0,0.0,229.0,2.0
2015-10-21,7.3,16.7,12.6,0.0,253.0,4.0
2015-10-22,3.4,9.5,6.5,0.0,134.0,2.0
2015-10-23,3.7,16.7,10.2,0.0,235.0,4.0
2015-10-24,3.1,8.1,5.3,0.0,208.0,3.0
2015-10-25,1.2,9.3,5.7,0.0,136.0,4.0
2015-10-26,,,,0.0,,
2015-10-27,,,,0.0,,
2015-10-28,6.2,10.3,9.0,0.0,214.0,2.0
2015-10-29,2.1,10.2,6.0,0.0,102.0,3.0
2015-10-30,7.4,15.1,10.6,0.0,211.0,4.0
2015-10-31,3.5,8.7,5.8,0.0,282.0,4.0
2015-11-01,2.4,8.3,5.6,0.0,188.0,2.0
2015-11-02,5.8,12.9,8.6,0.0,190.0,4.0
2015-11-03,8.0,10.8,9.7,0.0,251.0,3.0
2015-11-04,6.9,15.0,10.2,0.0,231.0,3.0
2015-11-05,7.0,13.6,9.6,0.0,167.0,2.0
2015-11-06,5.9,18.6,11.4,0.0,166.0,1.0
2015-11-07,11.2,19.2,16.3,0.0,208.0,3.0
2015-11-08,5.2,11.2,8.6,0.0,279.0,4.0
2015-11-09,1.0,7.0,4.7,0.0,273.0,4.0
2015-11-10,6.1,11.2,8.3,0.0,246.0,3.0
2015-11-11,5.5,12.0,8.2,0.0,139.0,2.0
2015-11-12,5.6,10.2,7.5,0.0,130.0,2.0
2015-11-13,6.0,11.6,9.2,0.0,139.0,3.0
2015-11-14,3.4,9.7,7.8,0.0,264.0,4.0
2015-11-15,-0.1,3.5,1.2,0.0,284.0,5.0
2015-11-16,0.1,7.3,4.6,0.0,269.0,4.0
2015-11-17,1.0,7.0,4.4,0.0,251.0,3.0
2015-11-18,-0.9,4.1,1.6,0.0,145.0,2.0
2015-11-19,-1.2,9.9,5.2,0.0,118.0,3.0
2015-11-20,9.8,13.4,11.6,0.0,145.0,4.0
2015-11-21,3.3,11.4,7.5,0.0,247.0,4.0
2015-11-22,2.0,4.7,3.4,0.0,163.0,3.0
2015-11-23,-0.9,7.4,4.7,0.0,230.0,4.0
2015-11-24,-3.8,0.5,-2.0,0.0,290.0,3.0
2015-11-25,-5.9,-2.0,-3.7,0.0,164.0,2.0
2015-11-26,-4.1,4.7,0.0,0.0,131.0,2.0
2015-11-27,4.7,9.7,7.4,0.0,177.0,3.0
2015-11-28,0.9,15.0,9.2,0.0,188.0,3.0
2015-11-29,-3.1,1.8,-0.7,0.0,230.0,2.0
2015-11-30,-4.9,0.0,-2.3,0.0,213.0,3.0
2015-12-01,-9.1,-2.0,-5.1,0.0,151.0,2.0
2015-12-02,-4.2,4.4,-0.5,0.0,109.0,2.0
2015-12-03,3.2,6.0,4.4,0.0,201.0,1.0
2015-12-04,1.1,5.3,3.5,0.0,288.0,3.0
2015-12-05,0.6,5.7,3.5,0.0,270.0,4.0
2015-12-06,3.3,6.2,5.4,0.0,248.0,3.0
2015-12-07,2.8,5.5,3.7,0.0,230.0,2.0
2015-12-08,1.2,4.8,3.1,0.0,243.0,3.0
2015-12-09,-0.2,3.7,1.8,0.0,95.0,2.0
2015-12-10,1.5,6.7,4.1,0.0,121.0,3.0
2015-12-11,6.2,9.9,8.4,0.0,196.0,2.0
2015-12-12,8.2,14.1,10.3,0.0,196.0,3.0
2015-12-13,4.3,9.8,7.7,0.0,273.0,3.0
2015-12-14,0.5,4.4,2.1,0.0,122.0,3.0
2015-12-15,0.6,4.0,2.5,0.0,143.0,2.0
2015-12-16,2.0,4.5,3.4,0.0,217.0,2.0
2015-12-17,0.1,2.0,0.8,0.0,99.0,3.0
2015-12-18,0.7,9.0,5.8,0.0,154.0,2.0
2015-12-19,1.7,8.6,3.8,0.0,276.0,4.0
2015-12-20,-3.8,1.7,-0.6,0.0,281.0,5.0
2015-12-21,-5.7,0.2,-3.2,0.0,243.0,3.0
2015-12-22,0.1,4.6,2.4,0.0,186.0,2.0
2015-12-23,1.6,5.1,3.0,0.0,161.0,2.0
2015-12-24,2.1,9.8,3.8,0.0,142.0,2.0
2015-12-25,7.9,17.3,12.1,0.0,200.0,4.0
2015-12-26,4.4,7.9,6.5,0.0,266.0,3.0
2015-12-27,0.6,4.4,2.6,0.0,224.0,2.0
2015-12-28,-2.8,2.3,-0.7,0.0,151.0,3.0
2015-12-29,-11.1,-2.8,-9.2,0.0,150.0,3.0
2015-12-30,-12.2,-7.5,-9.5,0.0,71.0,4.0
2015-12-31,-8.5,-4.6,-6.8,0.0,148.0,2.0
2016-01-01,-5.1,-0.4,-1.8,0.0,251.0,3.0
2016-01-02,-3.0,-0.0,-1.3,0.0,266.0,3.0
2016-01-03,-3.9,0.6,-1.3,0.0,261.0,4.0
2016-01-04,-13.3,0.2,-2.5,0.0,222.0,3.0
2016-01-05,-18.0,-12.6,-15.1,0.0,255.0,3.0
2016-01-06,-17.1,-7.7,-13.5,0.0,251.0,2.0
2016-01-07,-8.6,0.3,-4.0,0.0,211.0,2.0
2016-01-08,-2.7,1.1,-0.7,0.0,211.0,2.0
2016-01-09,-4.8,1.3,-2.3,0.0,139.0,2.0
2016-01-10,1.2,4.9,3.5,0.0,136.0,4.0
2016-01-11,0.4,8.6,5.1,0.0,141.0,4.0
2016-01-12,-9.8,0.5,-7.1,0.0,275.0,6.0
2016-01-13,-10.1,-3.5,-6.7,0.0,151.0,3.0
2016-01-14,-12.2,-3.4,-9.5,0.0,272.0,5.0
2016-01-15,-12.9,-8.4,-10.6,0.0,137.0,2.0
2016-01-16,-13.2,-7.8,-10.1,0.0,93.0,3.0
