Date,Temperature minimale,Temperature maximale,Temperature moyenne,Precipitation totale,Dir_wind,Mod_wind
2017-12-31,-19.7,-16.2,-18.0,0.0,207.0,2.0
2018-01-01,-21.0,-17.5,-19.7,0.0,281.0,5.0
2018-01-02,-23.2,-18.3,-20.5,0.0,275.0,3.0
2018-01-03,-20.8,-11.2,-16.9,3.4,210.0,2.0
2018-01-04,-15.4,-6.2,-12.0,0.3,135.0,1.0
2018-01-05,-11.1,-6.1,-8.7,3.3,229.0,3.0
2018-01-06,-21.4,-9.9,-18.5,7.4,276.0,7.0
2018-01-07,-23.4,-19.5,-21.6,1.9,271.0,6.0
2018-01-08,-23.1,-10.8,-18.0,4.3,204.0,3.0
2018-01-09,-10.8,0.7,-5.6,10.9,158.0,3.0
2018-01-10,-6.0,1.0,-1.0,0.3,276.0,4.0
2018-01-11,-7.4,1.6,-4.3,0.6,153.0,2.0
2018-01-12,1.2,8.4,5.2,5.3,192.0,2.0
2018-01-13,-6.2,12.6,7.3,26.8,154.0,2.0
2018-01-14,-16.7,-6.2,-11.5,31.7,0.0,0.0
2018-01-15,-20.1,-16.0,-17.7,0.3,0.0,0.0
2018-01-16,-20.4,-13.6,-17.1,0.1,0.0,0.0
2018-01-17,-14.3,-8.5,-11.1,1.6,0.0,0.0
2018-01-18,-9.4,-4.6,-7.0,0.1,113.0,0.0
2018-01-19,-4.7,-2.4,-3.6,0.1,254.0,1.0
2018-01-20,-3.6,0.8,-1.6,0.3,234.0,3.0
2018-01-21,-0.7,5.1,3.5,0.0,253.0,4.0
2018-01-22,-5.1,2.8,-1.0,0.0,160.0,2.0
2018-01-23,-7.2,-3.9,-5.9,13.9,68.0,4.0
2018-01-24,-3.9,3.6,-1.5,12.7,177.0,2.0
2018-01-25,-12.0,3.4,-6.6,4.3,279.0,6.0
2018-01-26,-15.5,-9.3,-12.2,0.1,280.0,5.0
2018-01-27,-11.6,-6.0,-9.6,0.1,151.0,2.0
2018-01-28,-10.9,6.7,0.0,3.0,171.0,2.0
2018-01-29,-4.2,6.3,3.1,0.1,239.0,4.0
2018-01-30,-11.3,-4.2,-8.0,0.1,75.0,4.0
2018-01-31,-11.0,-6.2,-8.7,0.1,138.0,3.0
2018-02-01,-15.7,-4.5,-11.3,5.2,217.0,3.0
2018-02-02,-9.4,4.4,-1.4,0.2,176.0,2.0
2018-02-03,-16.1,-4.9,-13.2,0.2,287.0,4.0
2018-02-04,-16.7,-4.9,-11.3,0.4,202.0,2.0
2018-02-05,-5.8,0.4,-2.0,14.5,148.0,2.0
2018-02-06,-11.3,0.8,-6.8,2.8,254.0,4.0
2018-02-07,-8.1,-3.9,-5.8,1.2,245.0,3.0
2018-02-08,-10.8,-6.6,-9.3,13.2,180.0,2.0
2018-02-09,-12.3,-6.0,-8.7,0.3,261.0,3.0
2018-02-10,-10.7,-5.2,-7.6,0.6,210.0,3.0
2018-02-11,-7.8,-3.5,-5.2,7.8,224.0,1.0
2018-02-12,-6.5,4.1,-2.9,3.7,127.0,3.0
2018-02-13,-7.6,0.8,-4.3,0.2,278.0,5.0
2018-02-14,-10.2,-4.2,-7.1,0.1,238.0,2.0
2018-02-15,-5.3,5.7,1.0,0.0,226.0,3.0
2018-02-16,1.8,6.9,4.6,0.5,228.0,4.0
2018-02-17,-5.9,5.9,0.8,4.7,246.0,3.0
2018-02-18,-7.0,0.2,-3.9,0.1,214.0,2.0
2018-02-19,-3.1,3.0,0.1,0.1,257.0,3.0
2018-02-20,-0.9,6.5,2.9,1.3,154.0,3.0
2018-02-21,1.4,4.1,2.8,16.7,148.0,2.0
2018-02-22,0.1,12.8,5.6,1.7,247.0,3.0
2018-02-23,-6.2,0.1,-3.7,0.1,142.0,2.0
2018-02-24,-6.6,3.3,-1.7,5.9,128.0,2.0
2018-02-25,-0.8,4.7,3.0,0.1,260.0,3.0
2018-02-26,-2.4,5.7,1.3,7.0,132.0,3.0
2018-02-27,0.0,5.9,4.3,0.0,261.0,4.0
2018-02-28,-0.1,9.3,4.9,0.1,241.0,3.0
2018-03-01,1.6,8.4,5.5,0.0,158.0,3.0
2018-03-02,0.0,3.5,1.9,0.0,156.0,3.0
2018-03-03,-1.2,2.4,0.6,1.6,101.0,4.0
2018-03-04,1.7,6.9,3.7,0.0,183.0,3.0
2018-03-05,0.4,4.1,2.5,1.8,220.0,2.0
2018-03-06,-0.1,3.2,1.6,0.2,149.0,3.0
2018-03-07,-1.8,3.4,0.4,0.0,99.0,3.0
2018-03-08,-0.8,1.5,0.5,1.2,76.0,3.0
2018-03-09,-1.3,0.1,-0.7,5.8,67.0,3.0
2018-03-10,-1.4,3.5,0.2,2.1,234.0,2.0
2018-03-11,-3.0,2.2,-0.3,4.9,283.0,4.0
2018-03-12,-0.6,2.6,1.0,0.4,277.0,4.0
2018-03-13,0.1,4.2,2.0,0.0,150.0,2.0
2018-03-14,-0.4,3.5,0.8,10.5,112.0,3.0
2018-03-15,-0.0,1.4,0.6,17.2,265.0,3.0
2018-03-16,-1.4,3.8,0.7,3.2,287.0,6.0
2018-03-17,-6.0,-0.9,-3.8,0.1,283.0,6.0
2018-03-18,-11.1,-5.2,-7.7,0.2,277.0,4.0
2018-03-19,-13.5,-5.2,-8.9,0.1,281.0,3.0
2018-03-20,-11.1,-2.9,-6.9,0.0,278.0,3.0
2018-03-21,-7.6,-0.3,-4.5,0.0,216.0,2.0
2018-03-22,-5.7,3.0,-1.3,0.0,130.0,3.0
2018-03-23,-0.9,6.7,2.1,0.0,148.0,3.0
2018-03-24,0.4,6.8,3.6,0.0,239.0,2.0
2018-03-25,-2.2,2.2,0.7,0.0,239.0,2.0
2018-03-26,-1.5,2.4,0.5,0.0,187.0,3.0
2018-03-27,-1.7,6.5,2.8,0.0,86.0,2.0
2018-03-28,-0.0,7.8,4.6,0.0,127.0,4.0
2018-03-29,2.7,7.4,5.6,0.1,232.0,2.0
2018-03-30,4.8,11.0,7.3,1.7,117.0,2.0
2018-03-31,2.8,9.2,5.4,1.2,276.0,4.0
2018-04-01,1.1,10.3,5.9,0.2,224.0,3.0
2018-04-02,0.7,8.6,3.4,1.0,264.0,5.0
2018-04-03,-1.3,5.4,2.3,0.2,212.0,3.0
2018-04-04,1.3,7.9,4.6,0.6,144.0,3.0
2018-04-05,-6.5,8.0,1.6,25.6,177.0,4.0
2018-04-06,-9.5,-2.0,-5.8,0.4,279.0,6.0
2018-04-07,-3.3,4.6,0.1,0.6,163.0,3.0
2018-04-08,-0.9,3.4,1.2,0.7,266.0,5.0
2018-04-09,-2.9,2.1,-0.2,0.1,242.0,3.0
2018-04-10,,,,0.0,,
2018-04-11,,,,0.0,,
2018-04-12,3.7,8.0,5.8,0.0,206.0,3.0
2018-04-13,3.2,10.0,6.1,6.7,177.0,3.0
2018-04-14,3.9,10.2,7.2,0.1,272.0,2.0
2018-04-15,-3.1,7.9,0.1,0.1,91.0,4.0
2018-04-16,-5.4,0.7,-1.9,0.9,70.0,5.0
2018-04-17,-0.6,4.4,1.6,12.5,87.0,4.0
2018-04-18,0.9,3.4,2.5,2.0,254.0,4.0
2018-04-19,0.7,7.8,4.2,1.1,268.0,5.0
2018-04-20,2.0,5.6,3.6,0.5,283.0,4.0
2018-04-21,1.9,9.2,5.8,0.3,282.0,3.0
2018-04-22,3.4,12.5,8.2,0.2,286.0,3.0
2018-04-23,4.5,15.4,10.2,0.3,279.0,2.0
2018-04-24,7.2,18.8,13.8,0.3,171.0,1.0
2018-04-25,10.4,22.6,17.2,0.3,220.0,2.0
2018-04-26,11.7,17.0,13.6,27.4,135.0,2.0
2018-04-27,8.3,12.4,10.4,10.0,244.0,4.0
2018-04-28,8.0,14.1,11.1,0.1,171.0,3.0
2018-04-29,8.6,15.4,11.6,0.2,222.0,3.0
2018-04-30,6.3,10.0,7.3,15.3,293.0,2.0
2018-05-01,7.4,10.9,8.9,8.7,126.0,3.0
2018-05-02,8.3,18.6,13.9,0.8,243.0,2.0
2018-05-03,16.9,26.8,20.5,0.6,255.0,4.0
2018-05-04,13.6,18.5,16.6,16.4,202.0,2.0
2018-05-05,9.6,20.2,12.3,16.2,168.0,3.0
2018-05-06,7.9,21.2,14.9,1.5,248.0,4.0
2018-05-07,11.2,19.7,15.5,0.0,129.0,3.0
2018-05-08,6.0,15.8,11.3,0.0,148.0,3.0
2018-05-09,10.3,22.7,17.5,0.0,227.0,3.0
2018-05-10,13.3,27.5,20.9,0.0,112.0,2.0
2018-05-11,9.2,23.2,18.9,0.7,200.0,4.0
2018-05-12,4.2,13.2,8.6,0.2,274.0,3.0
2018-05-13,7.6,17.9,13.4,0.0,177.0,2.0
2018-05-14,8.9,22.5,17.2,0.0,151.0,2.0
2018-05-15,13.3,25.3,19.8,0.3,240.0,4.0
2018-05-16,11.1,21.6,17.6,0.4,237.0,4.0
2018-05-17,5.6,23.7,15.0,1.4,134.0,3.0
2018-05-18,10.7,19.3,15.3,0.0,114.0,3.0
2018-05-19,8.0,17.5,12.6,0.0,99.0,2.0
2018-05-20,9.7,20.5,13.6,6.9,139.0,3.0
2018-05-21,12.9,21.2,16.9,8.3,248.0,3.0
2018-05-22,13.4,25.7,19.5,0.0,263.0,4.0
2018-05-23,15.1,22.8,18.1,1.6,171.0,2.0
2018-05-24,12.2,24.9,18.1,0.0,244.0,3.0
2018-05-25,13.3,23.8,18.4,0.0,248.0,3.0
2018-05-26,18.2,26.0,21.4,0.4,254.0,5.0
2018-05-27,17.2,24.0,20.3,5.1,150.0,3.0
2018-05-28,12.6,20.3,16.2,0.5,128.0,4.0
2018-05-29,14.6,22.8,18.6,0.4,183.0,2.0
2018-05-30,19.1,26.4,22.1,0.0,144.0,2.0
2018-05-31,15.0,30.3,23.4,0.0,140.0,2.0
2018-06-01,20.8,30.1,24.9,0.0,166.0,3.0
2018-06-02,21.2,30.8,25.9,1.3,224.0,2.0
2018-06-03,16.0,25.2,20.3,0.0,104.0,4.0
2018-06-04,12.1,25.9,19.7,1.5,90.0,3.0
2018-06-05,9.5,16.2,12.5,23.9,159.0,4.0
2018-06-06,11.4,16.7,14.3,1.4,267.0,3.0
2018-06-07,12.0,17.8,14.8,0.0,159.0,2.0
2018-06-08,14.3,22.1,17.8,0.0,243.0,3.0
2018-06-09,15.7,23.2,19.4,0.0,269.0,3.0
2018-06-10,15.8,23.8,19.8,0.0,282.0,3.0
2018-06-11,13.7,21.4,17.5,0.0,147.0,2.0
2018-06-12,12.9,23.5,19.1,0.0,159.0,2.0
2018-06-13,16.0,27.3,22.2,0.0,238.0,4.0
2018-06-14,18.6,25.6,21.9,4.5,218.0,3.0
2018-06-15,13.3,18.6,15.7,9.4,170.0,3.0
2018-06-16,12.1,26.2,19.4,0.2,254.0,3.0
2018-06-17,17.5,28.5,23.7,0.0,268.0,4.0
2018-06-18,20.6,30.0,25.8,0.0,226.0,3.0
2018-06-19,20.4,29.5,24.4,27.4,250.0,3.0
2018-06-20,14.8,25.9,20.7,0.0,281.0,3.0
2018-06-21,17.4,26.6,21.7,0.0,263.0,4.0
2018-06-22,13.9,22.9,18.0,0.0,148.0,3.0
2018-06-23,15.7,25.7,21.2,0.0,153.0,2.0
2018-06-24,16.0,22.3,19.9,1.2,148.0,3.0
2018-06-25,15.5,23.6,17.8,6.9,169.0,2.0
2018-06-26,13.4,23.6,18.9,0.0,255.0,3.0
2018-06-27,15.5,24.4,20.6,0.0,231.0,2.0
2018-06-28,18.3,26.3,21.8,1.5,158.0,3.0
2018-06-29,17.5,23.5,20.8,0.4,164.0,2.0
2018-06-30,20.6,31.3,26.0,0.0,248.0,3.0
2018-07-01,24.0,32.0,27.7,0.0,237.0,4.0
2018-07-02,25.3,34.9,30.4,0.0,190.0,2.0
2018-07-03,24.4,36.4,30.7,0.0,227.0,3.0
2018-07-04,25.3,33.3,29.5,0.0,275.0,3.0
2018-07-05,25.4,35.0,30.7,0.0,213.0,2.0
2018-07-06,26.4,34.6,30.7,0.0,233.0,2.0
2018-07-07,18.0,28.9,22.4,2.2,281.0,4.0
2018-07-08,16.7,27.8,22.6,0.0,269.0,3.0
2018-07-09,20.2,29.2,24.6,0.0,241.0,4.0
2018-07-10,22.0,31.6,26.6,0.0,249.0,4.0
2018-07-11,21.4,29.8,25.7,1.0,228.0,3.0
2018-07-12,17.0,27.0,22.0,0.0,143.0,2.0
2018-07-13,19.2,27.9,23.8,0.0,135.0,2.0
2018-07-14,19.9,29.0,25.4,0.0,140.0,2.0
2018-07-15,21.5,28.9,25.3,0.0,216.0,2.0
2018-07-16,22.1,31.3,26.8,0.0,163.0,2.0
2018-07-17,22.4,33.0,28.2,0.0,149.0,2.0
2018-07-18,20.0,29.4,25.1,26.6,262.0,3.0
2018-07-19,17.1,25.6,20.9,0.0,276.0,3.0
2018-07-20,19.0,27.5,23.3,0.0,249.0,2.0
2018-07-21,21.1,31.1,26.4,0.0,144.0,2.0
2018-07-22,22.2,31.2,26.8,0.0,143.0,3.0
2018-07-23,18.3,27.5,22.7,3.7,98.0,3.0
2018-07-24,22.4,29.0,25.8,0.0,122.0,3.0
2018-07-25,23.5,30.5,26.7,1.2,151.0,3.0
2018-07-26,22.6,27.4,24.8,31.7,176.0,3.0
2018-07-27,22.0,28.8,25.1,0.3,244.0,2.0
2018-07-28,22.2,29.7,25.5,0.0,230.0,2.0
2018-07-29,20.0,27.4,23.5,3.2,249.0,3.0
2018-07-30,19.0,26.3,22.6,0.0,275.0,4.0
2018-07-31,19.7,28.8,24.4,0.0,249.0,3.0
2018-08-01,22.0,30.0,25.7,0.0,223.0,3.0
2018-08-02,23.2,28.4,25.3,8.8,161.0,3.0
2018-08-03,23.1,28.7,25.4,0.4,248.0,3.0
2018-08-04,23.7,27.8,25.6,0.0,209.0,2.0
2018-08-05,21.8,28.3,24.4,0.4,166.0,2.0
2018-08-06,22.2,32.7,27.3,0.1,218.0,2.0
2018-08-07,23.8,33.0,27.7,1.0,246.0,3.0
2018-08-08,23.1,28.7,25.5,0.5,264.0,3.0
2018-08-09,22.2,28.6,24.9,3.1,172.0,2.0
2018-08-10,21.6,27.9,24.3,2.2,279.0,4.0
2018-08-11,18.3,27.1,22.7,0.0,269.0,3.0
2018-08-12,19.3,27.9,24.3,0.0,156.0,2.0
2018-08-13,20.5,30.1,25.3,0.0,117.0,2.0
2018-08-14,22.2,30.2,26.3,0.0,114.0,1.0
2018-08-15,23.6,29.4,26.6,1.6,165.0,2.0
2018-08-16,22.7,28.8,25.2,0.0,263.0,3.0
2018-08-17,18.4,25.8,22.1,0.0,209.0,2.0
2018-08-18,18.8,24.4,21.3,3.8,144.0,2.0
2018-08-19,18.5,25.8,22.1,0.0,149.0,2.0
2018-08-20,18.5,28.2,23.5,0.0,143.0,2.0
2018-08-21,18.7,28.6,23.9,0.0,140.0,2.0
2018-08-22,19.9,26.3,23.3,0.0,148.0,3.0
2018-08-23,17.2,23.2,21.1,3.7,225.0,4.0
2018-08-24,15.2,25.4,20.7,0.0,268.0,4.0
2018-08-25,20.1,29.2,24.4,0.0,240.0,3.0
2018-08-26,20.9,29.1,25.0,0.0,171.0,2.0
2018-08-27,20.4,26.0,22.8,7.9,200.0,2.0
2018-08-28,21.5,26.7,24.5,5.2,239.0,2.0
2018-08-29,22.8,31.1,27.2,7.1,247.0,3.0
2018-08-30,23.2,32.2,26.2,0.7,220.0,3.0
2018-08-31,15.7,23.9,19.1,0.1,162.0,2.0
2018-09-01,13.3,24.7,19.2,0.0,108.0,2.0
2018-09-02,19.9,26.8,23.2,0.4,149.0,3.0
2018-09-03,20.9,25.9,23.3,8.6,173.0,2.0
2018-09-04,24.0,30.7,26.3,11.4,258.0,3.0
2018-09-05,21.2,27.1,24.1,0.1,154.0,2.0
2018-09-06,20.2,33.1,27.1,0.8,195.0,2.0
2018-09-07,18.1,29.1,23.5,0.0,238.0,3.0
2018-09-08,15.4,22.9,19.6,0.0,263.0,2.0
2018-09-09,11.9,18.6,15.0,0.0,158.0,3.0
2018-09-10,9.1,17.6,13.8,0.0,136.0,2.0
2018-09-11,9.8,18.6,14.3,8.6,115.0,3.0
2018-09-12,13.5,20.5,17.6,16.1,207.0,2.0
2018-09-13,18.4,25.4,21.3,0.0,196.0,1.0
2018-09-14,17.8,27.6,22.9,0.0,179.0,1.0
2018-09-15,18.7,29.0,23.9,0.0,127.0,2.0
2018-09-16,20.3,30.2,25.5,0.0,221.0,2.0
2018-09-17,21.9,27.7,24.8,0.0,132.0,2.0
2018-09-18,22.9,29.9,26.0,0.0,236.0,2.0
2018-09-19,11.6,26.8,20.2,0.0,178.0,3.0
2018-09-20,11.3,16.3,13.8,0.0,103.0,2.0
2018-09-21,10.8,17.4,14.3,0.0,136.0,2.0
2018-09-22,15.2,23.3,19.1,35.4,158.0,3.0
2018-09-23,11.2,21.5,14.3,0.0,277.0,4.0
2018-09-24,8.8,18.1,12.2,0.0,186.0,3.0
2018-09-25,3.9,15.1,10.1,0.0,77.0,3.0
2018-09-26,11.4,17.1,13.9,5.7,131.0,5.0
2018-09-27,14.9,23.1,19.5,6.9,205.0,2.0
2018-09-28,11.6,18.3,15.0,0.1,143.0,2.0
2018-09-29,13.8,21.3,17.1,0.0,176.0,3.0
2018-09-30,11.3,16.6,13.7,0.4,272.0,3.0
2018-10-01,9.0,13.5,11.2,0.0,271.0,2.0
2018-10-02,8.7,15.1,11.7,0.1,178.0,1.0
2018-10-03,8.1,11.5,9.9,6.6,71.0,3.0
2018-10-04,9.7,12.8,11.5,0.0,189.0,2.0
2018-10-05,9.4,24.6,16.3,0.4,208.0,3.0
2018-10-06,5.4,11.4,8.5,0.0,148.0,2.0
2018-10-07,6.6,12.0,9.5,0.0,128.0,2.0
2018-10-08,7.5,11.4,9.6,0.0,113.0,2.0
2018-10-09,6.7,11.5,8.8,18.8,119.0,2.0
2018-10-10,9.8,27.7,20.4,5.2,221.0,2.0
2018-10-11,9.3,23.8,14.8,5.2,130.0,3.0
2018-10-12,8.4,11.1,9.4,8.4,164.0,2.0
2018-10-13,7.7,12.1,10.2,0.1,280.0,4.0
2018-10-14,6.2,9.1,7.6,0.1,280.0,3.0
2018-10-15,5.8,13.1,9.7,0.0,249.0,2.0
2018-10-16,7.5,14.4,10.6,5.5,184.0,3.0
2018-10-17,4.5,9.5,7.3,0.6,264.0,5.0
2018-10-18,1.8,10.3,7.4,0.2,257.0,5.0
2018-10-19,0.3,5.4,3.0,0.2,280.0,5.0
2018-10-20,5.4,16.8,11.8,0.0,233.0,3.0
2018-10-21,4.6,14.4,10.9,0.3,261.0,4.0
2018-10-22,1.7,5.4,3.7,0.0,286.0,4.0
2018-10-23,1.2,6.6,3.8,0.0,239.0,2.0
2018-10-24,3.0,9.8,5.7,0.0,74.0,3.0
2018-10-25,2.1,8.4,5.2,1.3,234.0,3.0
2018-10-26,1.3,4.3,2.4,0.0,288.0,3.0
2018-10-27,-0.7,5.6,2.7,0.0,258.0,3.0
2018-10-28,-0.5,6.2,2.2,12.3,74.0,4.0
2018-10-29,1.3,5.5,3.4,8.2,159.0,2.0
2018-10-30,3.9,7.4,5.2,1.5,229.0,2.0
2018-10-31,2.8,5.0,4.0,0.0,275.0,4.0
2018-11-01,3.0,6.1,4.4,7.5,158.0,2.0
2018-11-02,5.1,9.0,6.8,5.2,203.0,2.0
2018-11-03,4.0,6.1,5.2,10.0,81.0,3.0
2018-11-04,3.6,5.8,4.9,14.8,268.0,4.0
2018-11-05,3.2,7.0,4.8,0.1,247.0,3.0
2018-11-06,1.6,7.1,4.6,6.3,109.0,3.0
2018-11-07,6.3,12.6,9.2,6.0,132.0,3.0
2018-11-08,7.4,14.7,10.7,0.5,259.0,5.0
2018-11-09,5.1,9.4,7.0,0.0,272.0,4.0
2018-11-10,1.3,5.1,3.0,12.0,145.0,3.0
2018-11-11,-0.7,6.0,3.1,6.5,235.0,6.0
2018-11-12,-2.9,0.6,-1.2,0.0,280.0,4.0
2018-11-13,-1.2,4.5,0.9,0.0,118.0,2.0
2018-11-14,-6.7,3.8,0.8,7.2,222.0,3.0
2018-11-15,-10.0,-6.6,-8.1,0.1,284.0,5.0
2018-11-16,-8.9,-3.8,-6.2,0.0,133.0,2.0
2018-11-17,-4.1,-1.9,-3.0,11.8,155.0,2.0
2018-11-18,-3.9,3.3,0.7,0.0,281.0,3.0
2018-11-19,-6.2,-1.1,-3.7,0.0,218.0,2.0
2018-11-20,-2.8,2.2,0.5,1.4,201.0,2.0
2018-11-21,-6.6,-2.5,-5.0,5.8,151.0,3.0
2018-11-22,-14.6,-1.9,-6.5,2.7,257.0,4.0
2018-11-23,-15.4,-8.4,-11.9,0.1,284.0,5.0
2018-11-24,-11.7,-2.4,-7.2,0.0,208.0,3.0
2018-11-25,-3.5,3.6,0.2,0.1,148.0,3.0
2018-11-26,0.3,5.4,2.8,20.5,152.0,1.0
2018-11-27,1.6,5.0,2.9,1.9,92.0,2.0
2018-11-28,0.4,2.5,1.2,12.1,90.0,2.0
2018-11-29,1.4,3.4,2.4,6.9,281.0,3.0
2018-11-30,1.9,3.9,2.6,0.0,284.0,3.0
2018-12-01,0.8,2.1,1.3,0.0,279.0,2.0
2018-12-02,0.1,1.6,0.7,0.0,210.0,2.0
2018-12-03,-0.4,6.4,2.8,17.1,112.0,2.0
2018-12-04,-0.2,5.8,2.4,9.8,230.0,2.0
2018-12-05,-4.5,-0.2,-3.4,0.0,287.0,4.0
2018-12-06,-5.9,-2.5,-4.3,0.5,156.0,1.0
2018-12-07,-3.5,1.6,-0.5,1.6,218.0,2.0
2018-12-08,-12.6,0.3,-7.2,0.1,282.0,4.0
2018-12-09,-13.6,-7.4,-10.5,0.1,252.0,2.0
2018-12-10,-8.6,0.8,-3.1,0.2,237.0,3.0
2018-12-11,-8.2,-1.3,-6.0,0.0,219.0,2.0
2018-12-12,-8.9,-5.2,-7.0,1.9,145.0,2.0
2018-12-13,-11.0,-6.8,-8.6,0.1,176.0,2.0
2018-12-14,-14.6,-6.4,-10.6,0.0,118.0,2.0
2018-12-15,-6.6,5.0,0.4,7.9,161.0,1.0
2018-12-16,0.0,6.0,4.4,0.0,243.0,2.0
2018-12-17,-0.2,44.5,1.4,0.0,112.0,2.0
2018-12-18,-6.4,2.6,0.3,1.0,250.0,3.0
2018-12-19,-7.6,-3.5,-6.1,0.2,290.0,5.0
2018-12-20,,,,0.0,,
2018-12-21,,,,0.0,,
2018-12-22,,,,0.0,,
2018-12-23,,,,0.0,,
2018-12-24,,,,0.0,,
2018-12-25,,,,0.0,,
2018-12-26,,,,0.0,,
2018-12-27,,,,0.0,,
2018-12-28,,,,0.0,,
2018-12-29,,,,0.0,,
2018-12-30,,,,0.0,,
2018-12-31,,,,0.0,,
